ESNTL_ID,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADIT_DC
KCOCFPO23N000001297,문화시설,안경오픈하우스,서울특별시,영등포구,서울특별시 영등포구 문래로 87 (문래동3가),서울특별시 영등포구 문래동3가 82-19 창대빌딩,할인적용최소연령 : 65
KCOCFPO23N000001298,문화시설,주문진 수산,서울특별시,영등포구,서울특별시 영등포구 당산로 34 (문래동3가),서울특별시 영등포구 문래동3가 55-5 로데오 왘 쇼핑몰,할인적용최소연령 : 65
KCOCFPO23N000001299,문화시설,펀 비어킹,서울특별시,영등포구,서울특별시 영등포구 문래로 98 (문래동3가),서울특별시 영등포구 문래동3가 77-8 한영빌딩,할인적용최소연령 : 65
KCOCFPO23N000001300,문화시설,장군 주먹고기,서울특별시,영등포구,서울특별시 영등포구 당산로 53 (문래동3가),서울특별시 영등포구 문래동3가 70,할인적용최소연령 : 65
KCOCFPO23N000001301,문화시설,리안헤어 문래점,서울특별시,영등포구,서울특별시 영등포구 문래로 92 (문래동3가),서울특별시 영등포구 문래동3가 77-13 대소빌딩,할인적용최소연령 : 65
KCOCFPO23N000001303,문화시설,김은숙헤어뷰티크,서울특별시,영등포구,서울특별시 영등포구 선유로 40 (문래동3가),서울특별시 영등포구 문래동3가 77-59 중원빌딩,할인적용최소연령 : 65
KCOCFPO23N000001304,문화시설,태양정육식당,서울특별시,영등포구,서울특별시 영등포구 문래로 92-3 (문래동3가),서울특별시 영등포구 문래동3가 77-64,할인적용최소연령 : 65
KCOCFPO23N000001305,문화시설,안경세상하나비,서울특별시,영등포구,서울특별시 영등포구 문래로 77 (문래동3가),서울특별시 영등포구 문래동3가 83-3 문래동대동오피스텔,할인적용최소연령 : 65
KCOCFPO23N000001306,문화시설,리오뷰티헤어,서울특별시,영등포구,서울특별시 영등포구 당산로 34 (문래동3가),서울특별시 영등포구 문래동3가 55-5 로데오 왘 쇼핑몰,할인적용최소연령 : 65
KCOCFPO23N000001307,문화시설,삼성부동산,서울특별시,영등포구,서울특별시 영등포구 문래로 98 (문래동3가),서울특별시 영등포구 문래동3가 77-8 한영빌딩,할인적용최소연령 : 65
KCOCFPO23N000001308,문화시설,문래자이 공인중개사,서울특별시,영등포구,서울특별시 영등포구 당산로 26 (문래동3가),서울특별시 영등포구 문래동3가 54 문래자이,할인적용최소연령 : 65
KCOCFPO23N000001311,문화시설,골목집,서울특별시,영등포구,서울특별시 영등포구 도림로139가길 11-1 (문래동2가),서울특별시 영등포구 문래동2가 42-6,할인적용최소연령 : 65
KCOCFPO23N000001312,문화시설,헤어보그,서울특별시,영등포구,"서울특별시 영등포구 도림로 456 (문래동3가, 문래우정아파트)",서울특별시 영등포구 문래동3가 78 문래우정아파트,할인적용최소연령 : 65
KCOCFPO23N000001313,문화시설,김민주공인중개소,서울특별시,영등포구,"서울특별시 영등포구 도림로 456 (문래동3가, 문래우정아파트)",서울특별시 영등포구 문래동3가 78 문래우정아파트,할인적용최소연령 : 65
KCOCFPO23N000001314,문화시설,신수민 스킨케어,서울특별시,영등포구,서울특별시 영등포구 당산로 26 (문래동3가),서울특별시 영등포구 문래동3가 54 문래자이,할인적용최소연령 : 65
KCOCFPO23N000001316,문화시설,우경힐공인중개사,서울특별시,영등포구,"서울특별시 영등포구 문래로 84 (문래동3가, 문래힐스테이트)",서울특별시 영등포구 문래동3가 94 문래힐스테이트,할인적용최소연령 : 65
KCOCFPO23N000001317,문화시설,리츠카페,서울특별시,광진구,서울특별시 광진구 구의로4길 16 (구의동),서울특별시 광진구 구의동 220-58,할인적용최소연령 : 65
KCOCFPO23N000001318,문화시설,도시바다,서울특별시,광진구,"서울특별시 광진구 아차산로 451 (구의동, 세림리오빌아파트)",서울특별시 광진구 구의동 659 세림리오빌아파트,할인적용최소연령 : 65
KCOCFPO23N000001319,문화시설,윤헤어모드,서울특별시,광진구,서울특별시 광진구 구의로4길 16 (구의동),서울특별시 광진구 구의동 220-58,할인적용최소연령 : 65
KCOCFPO23N000001321,문화시설,노가리,서울특별시,광진구,서울특별시 광진구 구의강변로 86 (구의동),서울특별시 광진구 구의동 214-6,할인적용최소연령 : 65
KCOCFPO23N000001322,문화시설,봉산집강변점,서울특별시,광진구,서울특별시 광진구 구의강변로 87-4 (구의동),서울특별시 광진구 구의동 217-6,할인적용최소연령 : 65
KCOCFPO23N000001342,문화시설,선사진실,서울특별시,광진구,서울특별시 광진구 자양로 151 (구의동),서울특별시 광진구 구의동 254-108,할인적용최소연령 : 65
KCOCFPO23N000001343,문화시설,태잠컴퓨터크리닝,서울특별시,광진구,서울특별시 광진구 자양로18길 67 (구의동),서울특별시 광진구 구의동 242-80,할인적용최소연령 : 65
KCOCFPO23N000001344,문화시설,점보세탁소,서울특별시,광진구,서울특별시 광진구 자양로18길 42 (구의동),서울특별시 광진구 구의동 246-2,할인적용최소연령 : 65
KCOCFPO23N000001345,문화시설,남양이발관,서울특별시,광진구,서울특별시 광진구 자양로22길 12 (구의동),서울특별시 광진구 구의동 252-49,할인적용최소연령 : 65
KCOCFPO23N000001346,문화시설,티아모,서울특별시,광진구,서울특별시 광진구 아차산로 415 (구의동),서울특별시 광진구 구의동 243-19,할인적용최소연령 : 65
KCOCFPO23N000001347,문화시설,씨앤아이안경마트,서울특별시,광진구,서울특별시 광진구 아차산로 379 (구의동),서울특별시 광진구 구의동 246-104 송산빌딩,할인적용최소연령 : 65
KCOCFPO23N000001348,문화시설,콴차이,서울특별시,광진구,서울특별시 광진구 자양로18길 17 (구의동),서울특별시 광진구 구의동 252-116,할인적용최소연령 : 65
KCOCFPO23N000001349,문화시설,코아포토,서울특별시,광진구,서울특별시 광진구 자양로 231 (구의동),서울특별시 광진구 구의동 80-8,할인적용최소연령 : 65
KCOCFPO23N000001350,문화시설,닥토,서울특별시,광진구,"서울특별시 광진구 자양로 319 (구의동, 한가온 빌)",서울특별시 광진구 구의동 27-15 한가온 빌,할인적용최소연령 : 65
KCOCFPO23N000001351,문화시설,헵시바(HEPBSIBAH),서울특별시,광진구,서울특별시 광진구 천호대로136길 60 (구의동),서울특별시 광진구 구의동 64-13,할인적용최소연령 : 65
KCOCFPO23N000001352,문화시설,모리참치,서울특별시,광진구,서울특별시 광진구 천호대로 681 (구의동),서울특별시 광진구 구의동 54-20,할인적용최소연령 : 65
KCOCFPO23N000001353,문화시설,망향비빔국수,서울특별시,광진구,서울특별시 광진구 천호대로 694 (구의동),서울특별시 광진구 구의동 73-5 한국기술사회관,할인적용최소연령 : 65
KCOCFPO23N000001354,문화시설,새서울미용실,서울특별시,광진구,서울특별시 광진구 광나루로37길 21 (구의동),서울특별시 광진구 구의동 65-10,할인적용최소연령 : 65
KCOCFPO23N000001355,문화시설,전주식당,서울특별시,광진구,서울특별시 광진구 광나루로37길 7 (구의동),서울특별시 광진구 구의동 67-6,할인적용최소연령 : 65
KCOCFPO23N000001356,문화시설,고향밥상,서울특별시,광진구,서울특별시 광진구 자양로 315 (구의동),서울특별시 광진구 구의동 28-32 나경주택,할인적용최소연령 : 65
KCOCFPO23N000001357,문화시설,동네이발관,서울특별시,광진구,"서울특별시 광진구 영화사로 68-1 (구의동, 대성빌라트)",서울특별시 광진구 구의동 27-1 대성빌라트,할인적용최소연령 : 65
KCOCFPO23N000001358,문화시설,열린밥상,서울특별시,광진구,서울특별시 광진구 자양로 247 (구의동),서울특별시 광진구 구의동 79-8 고광빌딩,할인적용최소연령 : 65
KCOCFPO23N000001359,문화시설,김민수사진실,서울특별시,광진구,"서울특별시 광진구 영화사로 68-1 (구의동, 대성빌라트)",서울특별시 광진구 구의동 27-1 대성빌라트,할인적용최소연령 : 65
KCOCFPO23N000001360,문화시설,디보쉬 헤어,서울특별시,광진구,"서울특별시 광진구 구의강변로 102 (구의동, 현대13차폴라트리움)",서울특별시 광진구 구의동 199-23 현대13차폴라트리움,할인적용최소연령 : 65
KCOCFPO23N000001362,문화시설,발리노래방,서울특별시,광진구,서울특별시 광진구 뚝섬로 743 (구의동),서울특별시 광진구 구의동 593-18,할인적용최소연령 : 65
KCOCFPO23N000001363,문화시설,예성포토,서울특별시,광진구,서울특별시 광진구 강변역로 50 (구의동),서울특별시 광진구 구의동 546-1 동서울종합터미널,할인적용최소연령 : 65
KCOCFPO23N000001364,문화시설,쁘띠헤어,서울특별시,광진구,서울특별시 광진구 구의로 34 (구의동),서울특별시 광진구 구의동 223-54,할인적용최소연령 : 65
KCOCFPO23N000001373,문화시설,럭셔리포토,서울특별시,영등포구,서울특별시 영등포구 영신로57길 1 (당산동4가),서울특별시 영등포구 당산동4가 29 한강아파트,할인적용최소연령 : 65
KCOCFPO23N000001374,문화시설,미래공인중개사,서울특별시,영등포구,서울특별시 영등포구 당산로36길 7-2 (당산동4가),서울특별시 영등포구 당산동4가 32-144,할인적용최소연령 : 65
KCOCFPO23N000001375,문화시설,대한부동산,서울특별시,영등포구,서울특별시 영등포구 당산로 163 (당산동4가),서울특별시 영등포구 당산동4가 40 보라빌딩,할인적용최소연령 : 65
KCOCFPO23N000001376,문화시설,큰맘 할매순대국,서울특별시,영등포구,서울특별시 영등포구 당산로41길 11 (당산동4가),서울특별시 영등포구 당산동4가 80 당산 SK V1 center,할인적용최소연령 : 65
KCOCFPO23N000001377,문화시설,성풍숯불갈비,서울특별시,영등포구,서울특별시 영등포구 당산로48길 10-1 (당산동6가),서울특별시 영등포구 당산동6가 279,할인적용최소연령 : 65
KCOCFPO23N000001378,문화시설,당산화원,서울특별시,영등포구,서울특별시 영등포구 양평로28가길 48 (양평동6가),서울특별시 영등포구 양평동6가 88-1,할인적용최소연령 : 65
KCOCFPO23N000001380,문화시설,김머리방,서울특별시,영등포구,서울특별시 영등포구 도림로113길 8 (도림동),서울특별시 영등포구 도림동 182-3,할인적용최소연령 : 65
KCOCFPO23N000001381,문화시설,두리랑,서울특별시,영등포구,서울특별시 영등포구 도림로112길 1 (도림동),서울특별시 영등포구 도림동 144-124,할인적용최소연령 : 65
KCOCFPO23N000001382,문화시설,베스트안경원,서울특별시,영등포구,서울특별시 영등포구 도림로113길 28 (도림동),서울특별시 영등포구 도림동 184-15,할인적용최소연령 : 65
KCOCFPO23N000001383,문화시설,신의주 찹쌀순대,서울특별시,영등포구,서울특별시 영등포구 도림로108길 10-1 (도림동),서울특별시 영등포구 도림동 147-41,할인적용최소연령 : 65
KCOCFPO23N000001384,문화시설,정 미용실,서울특별시,영등포구,서울특별시 영등포구 도림로108나길 12 (도림동),서울특별시 영등포구 도림동 141-120,할인적용최소연령 : 65
KCOCFPO23N000001385,문화시설,만수숯불갈비(만수식당),서울특별시,영등포구,서울특별시 영등포구 도신로 139-7 (도림동),서울특별시 영등포구 도림동 81-3,할인적용최소연령 : 65
KCOCFPO23N000001386,문화시설,존스커피,서울특별시,영등포구,서울특별시 영등포구 도림로112길 1 (도림동),서울특별시 영등포구 도림동 144-124,할인적용최소연령 : 65
KCOCFPO23N000001387,문화시설,소소한날,서울특별시,영등포구,서울특별시 영등포구 도림로 462 (문래동3가),서울특별시 영등포구 문래동3가 76-1 국화아파트,할인적용최소연령 : 65
KCOCFPO23N000001407,문화시설,춘천닭갈비,서울특별시,광진구,서울특별시 광진구 면목로 105 (중곡동),서울특별시 광진구 중곡동 245-1,할인적용최소연령 : 65
KCOCFPO23N000001408,문화시설,뽀빠이 기사식당,서울특별시,광진구,서울특별시 광진구 긴고랑로 17-1 (중곡동),서울특별시 광진구 중곡동 239-82,할인적용최소연령 : 65
KCOCFPO23N000001409,문화시설,군자생고기,서울특별시,광진구,"서울특별시 광진구 천호대로107길 8 (중곡동, 능동빌딩)",서울특별시 광진구 중곡동 649-1 능동빌딩,할인적용최소연령 : 65
KCOCFPO23N000001410,문화시설,아선화킴미용실,서울특별시,광진구,서울특별시 광진구 긴고랑로7길 41 (중곡동),서울특별시 광진구 중곡동 232-2,할인적용최소연령 : 65
KCOCFPO23N000001465,문화시설,신풍곱창,서울특별시,영등포구,서울특별시 영등포구 신풍로 40-1 (신길동),서울특별시 영등포구 신길동 2826,할인적용최소연령 : 65
KCOCFPO23N000001466,문화시설,천년약속,서울특별시,영등포구,서울특별시 영등포구 여의대방로19길 4-1 (신길동),서울특별시 영등포구 신길동 4346-3,할인적용최소연령 : 65
KCOCFPO23N000001467,문화시설,현대공인 중개사무소,서울특별시,영등포구,"서울특별시 영등포구 신길로 108 (신길동, 남서울아파트)",서울특별시 영등포구 신길동 3573 남서울아파트,할인적용최소연령 : 65
KCOCFPO23N000001468,문화시설,일구칠구 동태 매운탕,서울특별시,영등포구,"서울특별시 영등포구 신길로 108 (신길동, 남서울아파트)",서울특별시 영등포구 신길동 3573 남서울아파트,할인적용최소연령 : 65
KCOCFPO23N000001469,문화시설,모닝플러스,서울특별시,영등포구,서울특별시 영등포구 여의대방로 65 (신길동),"서울특별시 영등포구 신길동 4491 한국천주교살레시오회,돈보스코청소년센터",할인적용최소연령 : 65
KCOCFPO23N000001470,문화시설,연필과종이,서울특별시,영등포구,"서울특별시 영등포구 신풍로 77 (신길동, 래미안에스티움)",서울특별시 영등포구 신길동 4950 래미안에스티움,할인적용최소연령 : 65
KCOCFPO23N000001471,문화시설,모다기감자탕,서울특별시,영등포구,"서울특별시 영등포구 가마산로 575 (신길동, 한성아파트)",서울특별시 영등포구 신길동 769-1 한성아파트,할인적용최소연령 : 65
KCOCFPO23N000001472,문화시설,원조아줌마식당,서울특별시,영등포구,서울특별시 영등포구 가마산로 580-1 (신길동),서울특별시 영등포구 신길동 735,할인적용최소연령 : 65
KCOCFPO23N000001473,문화시설,란생고기,서울특별시,영등포구,서울특별시 영등포구 여의대방로53가길 12 (신길동),서울특별시 영등포구 신길동 1228,할인적용최소연령 : 65
KCOCFPO23N000001474,문화시설,서울자동차공업사,서울특별시,영등포구,서울특별시 영등포구 신풍로25길 6 (신길동),서울특별시 영등포구 신길동 625-3,할인적용최소연령 : 65
KCOCFPO23N000001475,문화시설,산동성,서울특별시,영등포구,서울특별시 영등포구 가마산로89길 4-1 (신길동),서울특별시 영등포구 신길동 846,할인적용최소연령 : 65
KCOCFPO23N000001476,문화시설,뱅크삼환아파트점 공인중개사무소,서울특별시,영등포구,"서울특별시 영등포구 여의대방로43라길 9 (신길동, 삼환아파트)",서울특별시 영등포구 신길동 897-1 삼환아파트,할인적용최소연령 : 65
KCOCFPO23N000001477,문화시설,Dwellers 카페(드웰러스 카페),서울특별시,영등포구,서울특별시 영등포구 여의대방로47가길 24 (신길동),서울특별시 영등포구 신길동 1033,할인적용최소연령 : 65
KCOCFPO23N000001478,문화시설,문경밥상,서울특별시,영등포구,서울특별시 영등포구 여의대방로47라길 31 (신길동),서울특별시 영등포구 신길동 1047,할인적용최소연령 : 65
KCOCFPO23N000001487,문화시설,자매네,서울특별시,영등포구,서울특별시 영등포구 국회대로30길 12 (당산동3가),서울특별시 영등포구 당산동3가 395-2,할인적용최소연령 : 65
KCOCFPO23N000001489,문화시설,수라,서울특별시,영등포구,서울특별시 영등포구 당산로 124 (당산동3가),서울특별시 영등포구 당산동3가 245,할인적용최소연령 : 65
KCOCFPO23N000001490,문화시설,하나부동산중개㈜,서울특별시,영등포구,서울특별시 영등포구 당산로 134 (당산동3가),서울특별시 영등포구 당산동3가 216,할인적용최소연령 : 65
KCOCFPO23N000001491,문화시설,코니사진관,서울특별시,영등포구,서울특별시 영등포구 당산로 126 (당산동3가),서울특별시 영등포구 당산동3가 243,할인적용최소연령 : 65
KCOCFPO23N000001492,문화시설,하남돼지집,서울특별시,영등포구,서울특별시 영등포구 당산로47길 8 (당산동6가),서울특별시 영등포구 당산동6가 314 당일빌딩,할인적용최소연령 : 65
KCOCFPO23N000001493,문화시설,대박굼터,서울특별시,영등포구,서울특별시 영등포구 당산로47길 11 (당산동6가),서울특별시 영등포구 당산동6가 333-2,할인적용최소연령 : 65
KCOCFPO23N000001494,문화시설,한잔먹세,서울특별시,영등포구,서울특별시 영등포구 당산로47길 10 (당산동6가),서울특별시 영등포구 당산동6가 313-4 두기빌딩,할인적용최소연령 : 65
KCOCFPO23N000001495,문화시설,기찻길 연탄불 생고기,서울특별시,영등포구,서울특별시 영등포구 당산로 247 (당산동6가),서울특별시 영등포구 당산동6가 320,할인적용최소연령 : 65
KCOCFPO23N000001496,문화시설,육갑식당,서울특별시,영등포구,서울특별시 영등포구 당산로47길 15 (당산동6가),서울특별시 영등포구 당산동6가 326-3 대양빌딩,할인적용최소연령 : 65
KCOCFPO23N000001497,문화시설,본가감자탕,서울특별시,영등포구,서울특별시 영등포구 당산로49길 7 (당산동6가),서울특별시 영등포구 당산동6가 334-1,할인적용최소연령 : 65
KCOCFPO23N000001499,문화시설,낭풍,서울특별시,영등포구,서울특별시 영등포구 당산로47길 9 (당산동6가),서울특별시 영등포구 당산동6가 333-4 청송빌딩,할인적용최소연령 : 65
KCOCFPO23N000001500,문화시설,부촌식당,서울특별시,영등포구,서울특별시 영등포구 당산로47길 4 (당산동6가),서울특별시 영등포구 당산동6가 316-2,할인적용최소연령 : 65
KCOCFPO23N000001501,문화시설,명성 중화요리,서울특별시,영등포구,서울특별시 영등포구 당산로36길 7-2 (당산동4가),서울특별시 영등포구 당산동4가 32-144,할인적용최소연령 : 65
KCOCFPO23N000001502,문화시설,옛집,서울특별시,영등포구,서울특별시 영등포구 대방천로 190 (신길동),서울특별시 영등포구 신길동 4530,할인적용최소연령 : 65
KCOCFPO23N000001503,문화시설,혜민헤어스튜디오,서울특별시,영등포구,서울특별시 영등포구 대방천로 196 (신길동),서울특별시 영등포구 신길동 4524,할인적용최소연령 : 65
KCOCFPO23N000001504,문화시설,기분좋은날 미용실,서울특별시,영등포구,서울특별시 영등포구 대방천로 183-1 (신길동),서울특별시 영등포구 신길동 3789,할인적용최소연령 : 65
KCOCFPO23N000001505,문화시설,진은이발,서울특별시,영등포구,서울특별시 영등포구 대방천로 225 (신길동),서울특별시 영등포구 신길동 4079 성원빌딩,할인적용최소연령 : 65
KCOCFPO23N000001506,문화시설,샤브앤,서울특별시,영등포구,서울특별시 영등포구 여의대방로7길 13 (신길동),서울특별시 영등포구 신길동 4511,할인적용최소연령 : 65
KCOCFPO23N000001507,문화시설,청담생고기,서울특별시,영등포구,서울특별시 영등포구 신풍로 33 (신길동),서울특별시 영등포구 신길동 3575 신영빌딩,할인적용최소연령 : 65
KCOCFPO23N000001508,문화시설,한방오리사랑,서울특별시,영등포구,서울특별시 영등포구 신풍로 54 (신길동),서울특별시 영등포구 신길동 3848,할인적용최소연령 : 65
KCOCFPO23N000001509,문화시설,비전안경콘택트,서울특별시,영등포구,"서울특별시 영등포구 여의대방로5길 6 (신길동, 우창아파트)",서울특별시 영등포구 신길동 4501 우창아파트,할인적용최소연령 : 65
KCOCFPO23N000001510,문화시설,그랑프리안경콘택트,서울특별시,영등포구,서울특별시 영등포구 신풍로 33 (신길동),서울특별시 영등포구 신길동 3575 신영빌딩,할인적용최소연령 : 65
KCOCFPO23N000001511,문화시설,1001안경원,서울특별시,영등포구,서울특별시 영등포구 대방천로 258 (신길동),서울특별시 영등포구 신길동 4217 보라매 골프존,할인적용최소연령 : 65
KCOCFPO23N000001512,문화시설,불새노래방,서울특별시,영등포구,서울특별시 영등포구 신풍로10길 2-16 (신길동),서울특별시 영등포구 신길동 3711,할인적용최소연령 : 65
KCOCFPO23N000001513,문화시설,대지노래방,서울특별시,영등포구,"서울특별시 영등포구 신길로 108 (신길동, 남서울아파트)",서울특별시 영등포구 신길동 3573 남서울아파트,할인적용최소연령 : 65
KCOCFPO23N000001514,문화시설,아마존 꽃 식물원,서울특별시,영등포구,"서울특별시 영등포구 신길로 108 (신길동, 남서울아파트)",서울특별시 영등포구 신길동 3573 남서울아파트,할인적용최소연령 : 65
KCOCFPO23N000001515,문화시설,순흥골,서울특별시,영등포구,서울특별시 영등포구 대방천로 175 (신길동),서울특별시 영등포구 신길동 3741-53,할인적용최소연령 : 65
KCOCFPO23N000001516,문화시설,새벽촌 감자탕,서울특별시,영등포구,서울특별시 영등포구 신풍로24길 10 (신길동),서울특별시 영등포구 신길동 485,할인적용최소연령 : 65
KCOCFPO23N000001517,문화시설,우리공인중개사,서울특별시,영등포구,서울특별시 영등포구 대방천로 196 (신길동),서울특별시 영등포구 신길동 4524,할인적용최소연령 : 65
KCOCFPO23N000001518,문화시설,서울공인중개사무소,서울특별시,영등포구,서울특별시 영등포구 대방천로 172 (신길동),서울특별시 영등포구 신길동 4656 우성3차아파트 상가동,할인적용최소연령 : 65
KCOCFPO23N000001519,문화시설,사랑방뉴타운공인중개사,서울특별시,영등포구,서울특별시 영등포구 신풍로 109 (신길동),서울특별시 영등포구 신길동 509-3,할인적용최소연령 : 65
KCOCFPO23N000001520,문화시설,미소지음부동산,서울특별시,영등포구,"서울특별시 영등포구 여의대방로29길 10 (신길동, 보라매 길성 그랑프리텔)",서울특별시 영등포구 신길동 496 보라매 길성 그랑프리텔,할인적용최소연령 : 65
KCOCFPO23N000001521,문화시설,신풍플라워,서울특별시,영등포구,서울특별시 영등포구 신풍로 50 (신길동),서울특별시 영등포구 신길동 3847,할인적용최소연령 : 65
KCOCFPO23N000001522,문화시설,바른안과,서울특별시,영등포구,서울특별시 영등포구 여의대방로 145 (신길동),서울특별시 영등포구 신길동 505 세인트빌딩,할인적용최소연령 : 65
KCOCFPO23N000001523,문화시설,고인돌생삼겹살구이,서울특별시,영등포구,서울특별시 영등포구 신풍로8길 2-4 (신길동),서울특별시 영등포구 신길동 2830,할인적용최소연령 : 65
KCOCFPO23N000001565,문화시설,금풍떡방,서울특별시,영등포구,서울특별시 영등포구 영등포로25길 17 (당산동1가),서울특별시 영등포구 당산동1가 400-1,할인적용최소연령 : 65
KCOCFPO23N000001566,문화시설,연경궁,서울특별시,영등포구,서울특별시 영등포구 국회대로30길 14 (당산동3가),서울특별시 영등포구 당산동3가 395-3,할인적용최소연령 : 65
KCOCFPO23N000001568,문화시설,신진장식,서울특별시,영등포구,서울특별시 영등포구 영등포로25길 16 (당산동1가),서울특별시 영등포구 당산동1가 256-196,할인적용최소연령 : 65
KCOCFPO23N000001569,문화시설,글라스박스안경원,서울특별시,영등포구,서울특별시 영등포구 당산로 139 (당산동3가),서울특별시 영등포구 당산동3가 387-1 장한빌딩,할인적용최소연령 : 65
